_id,CH_SYMBOL,CH_SERIES,CH_MARKET_TYPE,CH_TRADE_HIGH_PRICE,CH_TRADE_LOW_PRICE,CH_OPENING_PRICE,CH_CLOSING_PRICE,CH_LAST_TRADED_PRICE,CH_PREVIOUS_CLS_PRICE,CH_TOT_TRADED_QTY,CH_TOT_TRADED_VAL,CH_52WEEK_HIGH_PRICE,CH_52WEEK_LOW_PRICE,CH_TOTAL_TRADES,CH_ISIN,CH_TIMESTAMP,TIMESTAMP,createdAt,updatedAt,__v,SLBMH_TOT_VAL,VWAP,mTIMESTAMP
6433fa5b8fc47900077e1eff,JSWSTEEL,EQ,N,693.25,682.8,684.05,688.5,689.5,682.7,600036,413506466.7,790,520.05,18799,INE019A01038,2023-04-10,2023-04-09T18:30:00.000Z,2023-04-10T12:00:27.803Z,2023-04-10T12:00:27.803Z,0,,689.14,10-Apr-2023
642eb462094dd400068c6f63,JSWSTEEL,EQ,N,688.0,680.25,688.0,682.7,683.55,686.55,726290,496777387.55,790,520.05,24938,INE019A01038,2023-04-06,2023-04-05T18:30:00.000Z,2023-04-06T12:00:34.786Z,2023-04-06T12:00:34.786Z,0,,683.99,06-Apr-2023
642d62e12ea04a0007fae0aa,JSWSTEEL,EQ,N,690.0,675.05,678.5,686.55,690.0,682.2,1188370,811073706.7,790,520.05,27564,INE019A01038,2023-04-05,2023-04-04T18:30:00.000Z,2023-04-05T12:00:33.021Z,2023-04-05T12:00:33.021Z,0,,682.51,05-Apr-2023
642bb9a3de6eb90007c5dfa9,JSWSTEEL,EQ,N,691.65,676.15,690.4,682.2,682.2,688.1,1335604,909976383.9,790,520.05,25467,INE019A01038,2023-04-03,2023-04-02T18:30:00.000Z,2023-04-04T05:46:11.241Z,2023-04-04T05:46:11.241Z,0,,681.32,03-Apr-2023
6426cb7efa6ac80007ed867f,JSWSTEEL,EQ,N,692.5,676.8,679.0,688.1,688.75,678.9,1447293,995223752.05,790,520.05,41241,INE019A01038,2023-03-31,2023-03-30T18:30:00.000Z,2023-03-31T12:01:02.850Z,2023-03-31T12:01:02.850Z,0,,687.64,31-Mar-2023
64242860de5deb00074f7d11,JSWSTEEL,EQ,N,685.45,658.6,663.3,678.9,676.6,660.0,2208428,1483835394.55,790,520.05,48326,INE019A01038,2023-03-29,2023-03-28T18:30:00.000Z,2023-03-29T12:00:32.687Z,2023-03-29T12:00:32.687Z,0,,671.9,29-Mar-2023
6422d6e24334450007b910a9,JSWSTEEL,EQ,N,662.95,655.95,662.15,660.0,658.35,658.85,1190600,784394236.75,790,520.05,31841,INE019A01038,2023-03-28,2023-03-27T18:30:00.000Z,2023-03-28T12:00:34.972Z,2023-03-28T12:00:34.972Z,0,,658.82,28-Mar-2023
6421857f341dfa0007d43351,JSWSTEEL,EQ,N,666.5,655.85,661.1,658.85,659.0,657.8,1134491,750652713.15,790,520.05,30999,INE019A01038,2023-03-27,2023-03-26T18:30:00.000Z,2023-03-27T12:01:03.207Z,2023-03-27T12:01:03.207Z,0,,661.66,27-Mar-2023
642836527ae9d00007117263,JSWSTEEL,EQ,N,671.15,655.75,671.15,657.8,660.1,667.8,1563002,1033745436.3,790,520.05,30177,INE019A01038,2023-03-24,2023-03-23T18:30:00.000Z,2023-04-01T13:49:06.421Z,2023-04-01T13:49:06.421Z,0,,661.38,24-Mar-2023
641c3f614052850007ffb49d,JSWSTEEL,EQ,N,670.8,658.25,661.9,667.8,665.9,662.25,1099501,733281470.3,790,520.05,30512,INE019A01038,2023-03-23,2023-03-22T18:30:00.000Z,2023-03-23T12:00:33.420Z,2023-03-23T12:00:33.420Z,0,,666.92,23-Mar-2023
641aede070c37800075eb4ee,JSWSTEEL,EQ,N,671.25,660.05,666.0,662.25,662.2,665.75,949388,630979584.1,790,520.05,22706,INE019A01038,2023-03-22,2023-03-21T18:30:00.000Z,2023-03-22T12:00:32.714Z,2023-03-22T12:00:32.714Z,0,,664.62,22-Mar-2023
64199c7ef23e5d0007763035,JSWSTEEL,EQ,N,671.5,662.0,671.5,665.75,666.2,668.15,1133592,754273832.75,790,520.05,24499,INE019A01038,2023-03-21,2023-03-20T18:30:00.000Z,2023-03-21T12:01:02.861Z,2023-03-21T12:01:02.861Z,0,,665.38,21-Mar-2023
64184add4cca9b00071d0e09,JSWSTEEL,EQ,N,672.9,660.0,672.9,668.15,669.2,676.4,1480884,984515514.85,790,520.05,40261,INE019A01038,2023-03-20,2023-03-19T18:30:00.000Z,2023-03-20T12:00:29.665Z,2023-03-20T12:00:29.665Z,0,,664.82,20-Mar-2023
6428364cb12dd2000783bc90,JSWSTEEL,EQ,N,678.0,664.5,670.0,676.4,677.9,662.4,1667707,1119808657.05,790,520.05,37322,INE019A01038,2023-03-17,2023-03-16T18:30:00.000Z,2023-04-01T13:49:00.095Z,2023-04-01T13:49:00.095Z,0,,671.47,17-Mar-2023
641304fe5a79c20007fb8e1a,JSWSTEEL,EQ,N,675.7,649.05,675.2,662.4,666.0,679.65,2512474,1659824874.45,790,520.05,63706,INE019A01038,2023-03-16,2023-03-15T18:30:00.000Z,2023-03-16T12:01:02.785Z,2023-03-16T12:01:02.785Z,0,,660.63,16-Mar-2023
6411b37ebe244d00086a75fd,JSWSTEEL,EQ,N,684.8,674.7,681.0,679.65,681.0,672.05,1173429,798520486.25,790,520.05,35435,INE019A01038,2023-03-15,2023-03-14T18:30:00.000Z,2023-03-15T12:01:02.846Z,2023-03-15T12:01:02.846Z,0,,680.5,15-Mar-2023
641061ff5cd8ce0007c66df9,JSWSTEEL,EQ,N,682.8,667.7,678.0,672.05,673.6,675.6,1555671,1050381509.45,790,520.05,44237,INE019A01038,2023-03-14,2023-03-13T18:30:00.000Z,2023-03-14T12:01:03.011Z,2023-03-14T12:01:03.011Z,0,,675.2,14-Mar-2023
640f107ff9a53c00076d51a9,JSWSTEEL,EQ,N,691.45,673.05,682.8,675.6,677.3,679.4,1602921,1093760567.15,790,520.05,41852,INE019A01038,2023-03-13,2023-03-12T18:30:00.000Z,2023-03-13T12:01:03.014Z,2023-03-13T12:01:03.014Z,0,,682.35,13-Mar-2023
6428361bcad839000735feda,JSWSTEEL,EQ,N,681.35,666.1,668.25,679.4,679.65,680.2,5369878,3617982203.0,790,520.05,67379,INE019A01038,2023-03-10,2023-03-09T18:30:00.000Z,2023-04-01T13:48:11.649Z,2023-04-01T13:48:11.649Z,0,,673.76,10-Mar-2023
6409ca619d5f8e0007ab01d0,JSWSTEEL,EQ,N,691.95,672.55,677.1,680.2,678.25,675.4,6336933,4319393603.6,790,520.05,89696,INE019A01038,2023-03-09,2023-03-08T18:30:00.000Z,2023-03-09T12:00:33.329Z,2023-03-09T12:00:33.329Z,0,,681.62,09-Mar-2023
