_id,CH_SYMBOL,CH_SERIES,CH_MARKET_TYPE,CH_TRADE_HIGH_PRICE,CH_TRADE_LOW_PRICE,CH_OPENING_PRICE,CH_CLOSING_PRICE,CH_LAST_TRADED_PRICE,CH_PREVIOUS_CLS_PRICE,CH_TOT_TRADED_QTY,CH_TOT_TRADED_VAL,CH_52WEEK_HIGH_PRICE,CH_52WEEK_LOW_PRICE,CH_TOTAL_TRADES,CH_ISIN,CH_TIMESTAMP,TIMESTAMP,createdAt,updatedAt,__v,SLBMH_TOT_VAL,VWAP,mTIMESTAMP,CA
6433fa5c8fc47900077e1ffb,IGL,EQ,N,472.9,456.4,469.35,468.9,468.0,462.45,7118144,3316228287.15,472.9,335.35,103282,INE203G01027,2023-04-10,2023-04-09T18:30:00.000Z,2023-04-10T12:00:28.016Z,2023-04-10T12:00:28.016Z,0,,465.88,10-Apr-2023,
642eb462094dd400068c7069,IGL,EQ,N,463.5,445.0,452.0,462.45,463.0,443.6,6415771,2923596108.25,463.5,335.35,57080,INE203G01027,2023-04-06,2023-04-05T18:30:00.000Z,2023-04-06T12:00:35.000Z,2023-04-06T12:00:35.000Z,0,,455.69,06-Apr-2023,
642d62e12ea04a0007fae1b6,IGL,EQ,N,445.0,421.25,423.0,443.6,443.45,420.55,4047282,1772018003.8,455.0,335.35,49291,INE203G01027,2023-04-05,2023-04-04T18:30:00.000Z,2023-04-05T12:00:33.232Z,2023-04-05T12:00:33.232Z,0,,437.83,05-Apr-2023,
642bb9a3de6eb90007c5e0a1,IGL,EQ,N,430.0,407.0,430.0,420.55,421.3,428.7,4064712,1690087739.95,455.0,335.35,72797,INE203G01027,2023-04-03,2023-04-02T18:30:00.000Z,2023-04-04T05:46:11.505Z,2023-04-04T05:46:11.505Z,0,,415.8,03-Apr-2023,
6426cb7ffa6ac80007ed877d,IGL,EQ,N,438.95,425.65,428.9,428.7,429.5,437.8,1585651,685324094.2,455.0,335.35,27285,INE203G01027,2023-03-31,2023-03-30T18:30:00.000Z,2023-03-31T12:01:03.108Z,2023-03-31T12:01:03.108Z,0,,432.2,31-Mar-2023,"[{'symbol': 'IGL', 'series': 'EQ', 'ind': '-', 'faceVal': '2', 'subject': 'Interim Dividend - Rs 10 Per Share', 'exDate': '31-Mar-2023', 'recDate': '31-Mar-2023', 'bcStartDate': '-', 'bcEndDate': '-', 'ndStartDate': '-', 'comp': 'Indraprastha Gas Limited', 'isin': 'INE203G01019', 'ndEndDate': '-', 'caBroadcastDate': None}]"
64242860de5deb00074f7e05,IGL,EQ,N,439.9,434.9,437.1,437.8,438.5,436.45,845707,369602108.45,455.0,335.35,19900,INE203G01027,2023-03-29,2023-03-28T18:30:00.000Z,2023-03-29T12:00:32.865Z,2023-03-29T12:00:32.865Z,0,,437.03,29-Mar-2023,
6422d6e34334450007b911a9,IGL,EQ,N,437.5,426.45,434.05,436.45,437.0,430.35,1248253,539718051.4,455.0,335.35,29525,INE203G01027,2023-03-28,2023-03-27T18:30:00.000Z,2023-03-28T12:00:35.152Z,2023-03-28T12:00:35.152Z,0,,432.38,28-Mar-2023,
6421857f341dfa0007d4344c,IGL,EQ,N,437.6,427.15,434.0,430.35,428.2,432.2,814615,351749010.65,455.0,335.35,15522,INE203G01027,2023-03-27,2023-03-26T18:30:00.000Z,2023-03-27T12:01:03.374Z,2023-03-27T12:01:03.374Z,0,,431.8,27-Mar-2023,
642836527ae9d00007117365,IGL,EQ,N,444.4,429.8,440.95,432.2,431.1,439.0,1744666,766664972.35,455.0,335.35,24258,INE203G01027,2023-03-24,2023-03-23T18:30:00.000Z,2023-04-01T13:49:06.618Z,2023-04-01T13:49:06.618Z,0,,439.43,24-Mar-2023,
641c3f614052850007ffb590,IGL,EQ,N,448.45,437.25,439.0,439.0,439.0,439.4,2328375,1029744569.05,455.0,335.35,34907,INE203G01027,2023-03-23,2023-03-22T18:30:00.000Z,2023-03-23T12:00:33.608Z,2023-03-23T12:00:33.608Z,0,,442.26,23-Mar-2023,
641aede070c37800075eb5d3,IGL,EQ,N,441.35,435.2,441.35,439.4,440.7,440.5,938340,411981077.65,455.0,335.35,25899,INE203G01027,2023-03-22,2023-03-21T18:30:00.000Z,2023-03-22T12:00:32.879Z,2023-03-22T12:00:32.879Z,0,,439.05,22-Mar-2023,
64199c7ff23e5d0007763135,IGL,EQ,N,442.75,434.25,434.25,440.5,440.0,426.9,3129978,1374850954.8,455.0,335.35,46095,INE203G01027,2023-03-21,2023-03-20T18:30:00.000Z,2023-03-21T12:01:03.057Z,2023-03-21T12:01:03.057Z,0,,439.25,21-Mar-2023,
64184add4cca9b00071d0efa,IGL,EQ,N,435.0,422.95,424.0,426.9,428.95,432.2,587246,250575793.85,455.0,335.35,14546,INE203G01027,2023-03-20,2023-03-19T18:30:00.000Z,2023-03-20T12:00:29.892Z,2023-03-20T12:00:29.892Z,0,,426.7,20-Mar-2023,
6428364cb12dd2000783bd8d,IGL,EQ,N,435.2,427.15,429.9,432.2,430.15,427.5,1368655,591054989.45,455.0,335.35,28660,INE203G01027,2023-03-17,2023-03-16T18:30:00.000Z,2023-04-01T13:49:00.325Z,2023-04-01T13:49:00.325Z,0,,431.85,17-Mar-2023,
641304fe5a79c20007fb8f0e,IGL,EQ,N,431.95,416.8,417.05,427.5,428.8,421.1,1079689,459645106.0,455.0,335.35,19626,INE203G01027,2023-03-16,2023-03-15T18:30:00.000Z,2023-03-16T12:01:02.960Z,2023-03-16T12:01:02.960Z,0,,425.72,16-Mar-2023,
6411b37fbe244d00086a7700,IGL,EQ,N,431.9,420.1,430.7,421.1,421.0,427.95,1268428,540058583.55,455.0,335.35,27455,INE203G01027,2023-03-15,2023-03-14T18:30:00.000Z,2023-03-15T12:01:03.187Z,2023-03-15T12:01:03.187Z,0,,425.77,15-Mar-2023,
641061ff5cd8ce0007c66f02,IGL,EQ,N,438.1,422.2,438.0,427.95,428.8,435.85,2148517,921438248.35,455.0,335.35,42126,INE203G01027,2023-03-14,2023-03-13T18:30:00.000Z,2023-03-14T12:01:03.217Z,2023-03-14T12:01:03.217Z,0,,428.87,14-Mar-2023,
640f107ff9a53c00076d52a2,IGL,EQ,N,445.8,435.05,443.9,435.85,436.1,443.9,1310571,576169205.05,455.0,335.35,29167,INE203G01027,2023-03-13,2023-03-12T18:30:00.000Z,2023-03-13T12:01:03.229Z,2023-03-13T12:01:03.229Z,0,,439.63,13-Mar-2023,
6428361bcad839000735ffcf,IGL,EQ,N,445.45,432.7,443.95,443.9,444.35,446.55,1463039,644262246.35,455.0,321.0,29822,INE203G01027,2023-03-10,2023-03-09T18:30:00.000Z,2023-04-01T13:48:11.849Z,2023-04-01T13:48:11.849Z,0,,440.36,10-Mar-2023,
6409ca619d5f8e0007ab02c8,IGL,EQ,N,454.3,445.4,449.6,446.55,445.45,447.1,2080173,935381640.8,455.0,321.0,37206,INE203G01027,2023-03-09,2023-03-08T18:30:00.000Z,2023-03-09T12:00:33.542Z,2023-03-09T12:00:33.542Z,0,,449.67,09-Mar-2023,
640878ff75b3490007548343,IGL,EQ,N,455.0,443.4,446.85,447.1,449.05,445.05,3463722,1553275691.7,455.0,321.0,65100,INE203G01027,2023-03-08,2023-03-07T18:30:00.000Z,2023-03-08T12:01:03.083Z,2023-03-08T12:01:03.083Z,0,,448.44,08-Mar-2023,
642836116d709e0007ede92e,IGL,EQ,N,449.8,431.75,434.0,445.05,445.7,430.4,4194188,1860136809.75,452.0,321.0,63043,INE203G01027,2023-03-06,2023-03-05T18:30:00.000Z,2023-04-01T13:48:01.523Z,2023-04-01T13:48:01.523Z,0,,443.5,06-Mar-2023,
6428360b16ab0d00071bcd3d,IGL,EQ,N,435.65,426.1,434.0,430.4,430.9,431.3,1498495,645566024.85,452.0,321.0,43628,INE203G01027,2023-03-03,2023-03-02T18:30:00.000Z,2023-04-01T13:47:55.086Z,2023-04-01T13:47:55.086Z,0,,430.81,03-Mar-2023,
64008fff4d52cc0007dcacfb,IGL,EQ,N,440.7,430.05,439.75,431.3,430.05,439.85,1003025,435326127.2,452.0,321.0,35258,INE203G01027,2023-03-02,2023-03-01T18:30:00.000Z,2023-03-02T12:01:03.212Z,2023-03-02T12:01:03.212Z,0,,434.01,02-Mar-2023,
63ff3e7e19ec0c000752279b,IGL,EQ,N,441.55,434.75,439.15,439.85,438.65,438.65,1238636,542489517.2,452.0,321.0,38500,INE203G01027,2023-03-01,2023-02-28T18:30:00.000Z,2023-03-01T12:01:02.875Z,2023-03-01T12:01:02.875Z,0,,437.97,01-Mar-2023,
63fdece0e911310006833423,IGL,EQ,N,439.95,431.6,435.85,438.65,438.4,435.55,1736382,759212530.9,452.0,321.0,25126,INE203G01027,2023-02-28,2023-02-27T18:30:00.000Z,2023-02-28T12:00:32.924Z,2023-02-28T12:00:32.924Z,0,,437.24,28-Feb-2023,
63fc9b60dc45a5000731c220,IGL,EQ,N,439.35,431.3,438.25,435.55,434.8,438.25,1003248,435404230.15,452.0,321.0,19081,INE203G01027,2023-02-27,2023-02-26T18:30:00.000Z,2023-02-27T12:00:32.923Z,2023-02-27T12:00:32.923Z,0,,433.99,27-Feb-2023,
642835d430507300074cbc30,IGL,EQ,N,441.0,429.0,434.6,438.25,437.75,433.2,1677907,731518492.1,452.0,321.0,31732,INE203G01027,2023-02-24,2023-02-23T18:30:00.000Z,2023-04-01T13:47:00.449Z,2023-04-01T13:47:00.449Z,0,,435.97,24-Feb-2023,
63f7557f4ddd6900072798ba,IGL,EQ,N,438.85,430.85,437.05,433.2,434.6,436.15,2101824,914478948.1,452.0,321.0,27009,INE203G01027,2023-02-23,2023-02-22T18:30:00.000Z,2023-02-23T12:01:03.420Z,2023-02-23T12:01:03.420Z,0,,435.09,23-Feb-2023,
63f60656ae250300083de5b5,IGL,EQ,N,439.9,433.85,437.1,436.15,436.6,437.05,1117905,488412125.75,452.0,321.0,28479,INE203G01027,2023-02-22,2023-02-21T18:30:00.000Z,2023-02-22T12:11:02.814Z,2023-02-22T12:11:02.814Z,0,,436.9,22-Feb-2023,
