_id,CH_SYMBOL,CH_SERIES,CH_MARKET_TYPE,CH_TRADE_HIGH_PRICE,CH_TRADE_LOW_PRICE,CH_OPENING_PRICE,CH_CLOSING_PRICE,CH_LAST_TRADED_PRICE,CH_PREVIOUS_CLS_PRICE,CH_TOT_TRADED_QTY,CH_TOT_TRADED_VAL,CH_52WEEK_HIGH_PRICE,CH_52WEEK_LOW_PRICE,CH_TOTAL_TRADES,CH_ISIN,CH_TIMESTAMP,TIMESTAMP,createdAt,updatedAt,__v,SLBMH_TOT_VAL,VWAP,mTIMESTAMP,CA
6433fa5c8fc47900077e23f9,IRCTC,EQ,N,583.0,570.15,570.15,581.3,582.3,569.9,1300834,752755954.65,809.0,557,35700,INE335Y01020,2023-04-10,2023-04-09T18:30:00.000Z,2023-04-10T12:00:28.838Z,2023-04-10T12:00:28.838Z,0,,578.67,10-Apr-2023,
642eb463094dd400068c7467,IRCTC,EQ,N,572.75,566.65,568.6,569.9,569.8,566.65,1559125,887945549.6,840.95,557,35660,INE335Y01020,2023-04-06,2023-04-05T18:30:00.000Z,2023-04-06T12:00:35.805Z,2023-04-06T12:00:35.805Z,0,,569.52,06-Apr-2023,
642d62e22ea04a0007fae5a5,IRCTC,EQ,N,574.9,564.55,571.05,566.65,566.6,570.3,1555308,881820157.85,840.95,557,49828,INE335Y01020,2023-04-05,2023-04-04T18:30:00.000Z,2023-04-05T12:00:34.123Z,2023-04-05T12:00:34.123Z,0,,566.97,05-Apr-2023,
642bb9a4de6eb90007c5e48a,IRCTC,EQ,N,579.65,566.6,577.0,570.3,572.2,572.8,1707849,974483311.7,840.95,557,43681,INE335Y01020,2023-04-03,2023-04-02T18:30:00.000Z,2023-04-04T05:46:12.471Z,2023-04-04T05:46:12.471Z,0,,570.59,03-Apr-2023,
6426cb80fa6ac80007ed8b86,IRCTC,EQ,N,575.5,567.5,568.3,572.8,572.4,564.5,1237105,709053209.95,840.95,557,36341,INE335Y01020,2023-03-31,2023-03-30T18:30:00.000Z,2023-03-31T12:01:04.084Z,2023-03-31T12:01:04.084Z,0,,573.16,31-Mar-2023,
64242861de5deb00074f81d4,IRCTC,EQ,N,568.7,557.1,563.0,564.5,566.9,560.2,2017776,1136186194.65,840.95,557,48723,INE335Y01020,2023-03-29,2023-03-28T18:30:00.000Z,2023-03-29T12:00:33.667Z,2023-03-29T12:00:33.667Z,0,,563.09,29-Mar-2023,
6422d6e44334450007b91577,IRCTC,EQ,N,584.0,558.85,584.0,560.2,560.7,582.1,2025058,1150191301.85,840.95,557,72047,INE335Y01020,2023-03-28,2023-03-27T18:30:00.000Z,2023-03-28T12:00:36.068Z,2023-03-28T12:00:36.068Z,0,,567.98,28-Mar-2023,
64218580341dfa0007d43818,IRCTC,EQ,N,599.95,576.7,598.05,582.1,578.5,600.05,1429219,841569490.15,840.95,557,49681,INE335Y01020,2023-03-27,2023-03-26T18:30:00.000Z,2023-03-27T12:01:04.199Z,2023-03-27T12:01:04.199Z,0,,588.83,27-Mar-2023,
642836537ae9d00007117772,IRCTC,EQ,N,608.6,598.1,605.1,600.05,598.95,605.15,886735,535548031.7,840.95,557,26758,INE335Y01020,2023-03-24,2023-03-23T18:30:00.000Z,2023-04-01T13:49:07.411Z,2023-04-01T13:49:07.411Z,0,,603.95,24-Mar-2023,
641c3f624052850007ffb941,IRCTC,EQ,N,606.6,599.65,604.7,605.15,605.05,604.75,932262,562444810.35,840.95,557,20631,INE335Y01020,2023-03-23,2023-03-22T18:30:00.000Z,2023-03-23T12:00:34.500Z,2023-03-23T12:00:34.500Z,0,,603.31,23-Mar-2023,
