_id,CH_SYMBOL,CH_SERIES,CH_MARKET_TYPE,CH_TRADE_HIGH_PRICE,CH_TRADE_LOW_PRICE,CH_OPENING_PRICE,CH_CLOSING_PRICE,CH_LAST_TRADED_PRICE,CH_PREVIOUS_CLS_PRICE,CH_TOT_TRADED_QTY,CH_TOT_TRADED_VAL,CH_52WEEK_HIGH_PRICE,CH_52WEEK_LOW_PRICE,CH_TOTAL_TRADES,CH_ISIN,CH_TIMESTAMP,TIMESTAMP,createdAt,updatedAt,__v,SLBMH_TOT_VAL,VWAP,mTIMESTAMP
6433fa5b8fc47900077e1d2a,EICHERMOT,EQ,N,2987.0,2951.15,2980.0,2970.45,2959.0,2961.7,416883,1240309571.1,3889.65,2310.0,30805,INE066A01021,2023-04-10,2023-04-09T18:30:00.000Z,2023-04-10T12:00:27.379Z,2023-04-10T12:00:27.379Z,0,,2975.2,10-Apr-2023
642eb462094dd400068c6d8b,EICHERMOT,EQ,N,2970.0,2926.0,2948.7,2961.7,2965.0,2933.75,586845,1733975466.55,3889.65,2310.0,50305,INE066A01021,2023-04-06,2023-04-05T18:30:00.000Z,2023-04-06T12:00:34.352Z,2023-04-06T12:00:34.352Z,0,,2954.74,06-Apr-2023
642d62e02ea04a0007fadec7,EICHERMOT,EQ,N,3009.0,2922.2,2982.0,2933.75,2940.0,3004.3,1033837,3047025205.65,3889.65,2310.0,70255,INE066A01021,2023-04-05,2023-04-04T18:30:00.000Z,2023-04-05T12:00:32.653Z,2023-04-05T12:00:32.653Z,0,,2947.3,05-Apr-2023
642bb9a2de6eb90007c5ddd8,EICHERMOT,EQ,N,3050.0,2981.1,3050.0,3004.3,3000.05,2948.85,1170652,3520309784.6,3889.65,2310.0,76067,INE066A01021,2023-04-03,2023-04-02T18:30:00.000Z,2023-04-04T05:46:10.768Z,2023-04-04T05:46:10.768Z,0,,3007.14,03-Apr-2023
6426cb7efa6ac80007ed8494,EICHERMOT,EQ,N,2963.35,2921.0,2923.1,2948.85,2952.0,2933.7,546110,1608788040.8,3889.65,2310.0,51684,INE066A01021,2023-03-31,2023-03-30T18:30:00.000Z,2023-03-31T12:01:02.470Z,2023-03-31T12:01:02.470Z,0,,2945.9,31-Mar-2023
64242860de5deb00074f7b45,EICHERMOT,EQ,N,2947.8,2850.0,2858.5,2933.7,2931.0,2852.4,765293,2228932426.1,3889.65,2310.0,69621,INE066A01021,2023-03-29,2023-03-28T18:30:00.000Z,2023-03-29T12:00:32.315Z,2023-03-29T12:00:32.315Z,0,,2912.52,29-Mar-2023
6422d6e24334450007b90edf,EICHERMOT,EQ,N,2894.8,2836.0,2894.8,2852.4,2851.4,2885.55,1079359,3094713067.05,3889.65,2310.0,58088,INE066A01021,2023-03-28,2023-03-27T18:30:00.000Z,2023-03-28T12:00:34.616Z,2023-03-28T12:00:34.616Z,0,,2867.18,28-Mar-2023
6421857e341dfa0007d43199,EICHERMOT,EQ,N,2929.0,2871.0,2913.6,2885.55,2883.4,2909.6,375285,1086094603.9,3889.65,2310.0,41149,INE066A01021,2023-03-27,2023-03-26T18:30:00.000Z,2023-03-27T12:01:02.880Z,2023-03-27T12:01:02.880Z,0,,2894.05,27-Mar-2023
642836527ae9d0000711707c,EICHERMOT,EQ,N,2931.0,2886.65,2925.0,2909.6,2900.1,2927.7,542971,1579670716.95,3889.65,2310.0,47694,INE066A01021,2023-03-24,2023-03-23T18:30:00.000Z,2023-04-01T13:49:06.029Z,2023-04-01T13:49:06.029Z,0,,2909.31,24-Mar-2023
641c3f614052850007ffb2e2,EICHERMOT,EQ,N,2950.0,2912.85,2942.2,2927.7,2924.0,2946.55,379191,1112130918.9,3889.65,2310.0,29605,INE066A01021,2023-03-23,2023-03-22T18:30:00.000Z,2023-03-23T12:00:33.058Z,2023-03-23T12:00:33.058Z,0,,2932.9,23-Mar-2023
641aede070c37800075eb353,EICHERMOT,EQ,N,2968.9,2931.85,2949.5,2946.55,2949.0,2934.8,222875,657347364.5,3889.65,2310.0,21030,INE066A01021,2023-03-22,2023-03-21T18:30:00.000Z,2023-03-22T12:00:32.327Z,2023-03-22T12:00:32.327Z,0,,2949.4,22-Mar-2023
64199c7ef23e5d0007762e71,EICHERMOT,EQ,N,2975.0,2927.0,2966.8,2934.8,2935.0,2952.0,490092,1447868338.15,3889.65,2310.0,52966,INE066A01021,2023-03-21,2023-03-20T18:30:00.000Z,2023-03-21T12:01:02.462Z,2023-03-21T12:01:02.462Z,0,,2954.28,21-Mar-2023
64184add4cca9b00071d0c42,EICHERMOT,EQ,N,2989.9,2909.25,2974.6,2952.0,2951.0,2974.6,561183,1646164538.55,3889.65,2310.0,49801,INE066A01021,2023-03-20,2023-03-19T18:30:00.000Z,2023-03-20T12:00:29.293Z,2023-03-20T12:00:29.293Z,0,,2933.38,20-Mar-2023
6428364bb12dd2000783bacd,EICHERMOT,EQ,N,3058.0,2942.25,3052.0,2974.6,2980.0,3035.45,692626,2064444205.4,3889.65,2235.8,59225,INE066A01021,2023-03-17,2023-03-16T18:30:00.000Z,2023-04-01T13:48:59.666Z,2023-04-01T13:48:59.666Z,0,,2980.6,17-Mar-2023
641304fe5a79c20007fb8c5f,EICHERMOT,EQ,N,3081.0,2996.0,3021.7,3035.45,3041.0,3006.9,439612,1339878194.1,3889.65,2235.8,39094,INE066A01021,2023-03-16,2023-03-15T18:30:00.000Z,2023-03-16T12:01:02.452Z,2023-03-16T12:01:02.452Z,0,,3047.87,16-Mar-2023
6411b37ebe244d00086a743b,EICHERMOT,EQ,N,3059.75,3002.0,3044.8,3006.9,3005.1,3016.9,288927,875610734.7,3889.65,2235.8,29860,INE066A01021,2023-03-15,2023-03-14T18:30:00.000Z,2023-03-15T12:01:02.471Z,2023-03-15T12:01:02.471Z,0,,3030.56,15-Mar-2023
641061fe5cd8ce0007c66c11,EICHERMOT,EQ,N,3050.0,2985.5,3033.4,3016.9,3022.0,3033.4,727498,2194539541.0,3889.65,2235.8,66728,INE066A01021,2023-03-14,2023-03-13T18:30:00.000Z,2023-03-14T12:01:02.640Z,2023-03-14T12:01:02.640Z,0,,3016.56,14-Mar-2023
640f107ef9a53c00076d4fd1,EICHERMOT,EQ,N,3122.95,3025.0,3117.0,3033.4,3038.0,3116.1,351244,1076340174.35,3889.65,2235.8,43888,INE066A01021,2023-03-13,2023-03-12T18:30:00.000Z,2023-03-13T12:01:02.616Z,2023-03-13T12:01:02.616Z,0,,3064.37,13-Mar-2023
6428361bcad839000735fd0e,EICHERMOT,EQ,N,3147.2,3095.15,3134.95,3116.1,3121.8,3146.7,362000,1129598599.7,3889.65,2159.55,51333,INE066A01021,2023-03-10,2023-03-09T18:30:00.000Z,2023-04-01T13:48:11.236Z,2023-04-01T13:48:11.236Z,0,,3120.44,10-Mar-2023
6409ca609d5f8e0007ab0005,EICHERMOT,EQ,N,3219.95,3142.1,3211.0,3146.7,3149.0,3204.4,419727,1329742055.95,3889.65,2159.55,25716,INE066A01021,2023-03-09,2023-03-08T18:30:00.000Z,2023-03-09T12:00:32.944Z,2023-03-09T12:00:32.944Z,0,,3168.11,09-Mar-2023
640878fe75b349000754808b,EICHERMOT,EQ,N,3211.55,3150.1,3166.0,3204.4,3200.0,3166.2,657256,2094699718.0,3889.65,2159.55,40177,INE066A01021,2023-03-08,2023-03-07T18:30:00.000Z,2023-03-08T12:01:02.533Z,2023-03-08T12:01:02.533Z,0,,3187.04,08-Mar-2023
642836106d709e0007ede646,EICHERMOT,EQ,N,3169.1,3132.4,3138.0,3166.2,3160.05,3127.3,362693,1144183472.5,3889.65,2159.55,33298,INE066A01021,2023-03-06,2023-03-05T18:30:00.000Z,2023-04-01T13:48:00.834Z,2023-04-01T13:48:00.834Z,0,,3154.69,06-Mar-2023
6428360a16ab0d00071bca81,EICHERMOT,EQ,N,3150.9,3113.85,3141.15,3127.3,3128.0,3125.5,337278,1056747602.85,3889.65,2159.55,44504,INE066A01021,2023-03-03,2023-03-02T18:30:00.000Z,2023-04-01T13:47:54.456Z,2023-04-01T13:47:54.456Z,0,,3133.16,03-Mar-2023
64008ffe4d52cc0007dca9a8,EICHERMOT,EQ,N,3158.95,3097.3,3155.1,3125.5,3120.0,3138.8,970565,3035980760.1,3889.65,2159.55,64836,INE066A01021,2023-03-02,2023-03-01T18:30:00.000Z,2023-03-02T12:01:02.500Z,2023-03-02T12:01:02.500Z,0,,3128.06,02-Mar-2023
63ff3e7e19ec0c00075224e4,EICHERMOT,EQ,N,3143.9,3086.7,3106.0,3138.8,3140.5,3105.9,522394,1626301875.2,3889.65,2159.55,42380,INE066A01021,2023-03-01,2023-02-28T18:30:00.000Z,2023-03-01T12:01:02.228Z,2023-03-01T12:01:02.228Z,0,,3113.17,01-Mar-2023
63fdece0e91131000683316b,EICHERMOT,EQ,N,3181.0,3091.15,3132.0,3105.9,3105.0,3131.05,974100,3038712673.6,3889.65,2159.55,49710,INE066A01021,2023-02-28,2023-02-27T18:30:00.000Z,2023-02-28T12:00:32.301Z,2023-02-28T12:00:32.301Z,0,,3119.51,28-Feb-2023
63fc9b60dc45a5000731bf54,EICHERMOT,EQ,N,3205.4,3102.05,3200.0,3131.05,3128.0,3205.6,482530,1512681944.15,3889.65,2159.55,48503,INE066A01021,2023-02-27,2023-02-26T18:30:00.000Z,2023-02-27T12:00:32.364Z,2023-02-27T12:00:32.364Z,0,,3134.9,27-Feb-2023
642835d330507300074cb986,EICHERMOT,EQ,N,3249.9,3165.0,3249.9,3205.6,3210.05,3241.95,684029,2185784578.25,3889.65,2159.55,59260,INE066A01021,2023-02-24,2023-02-23T18:30:00.000Z,2023-04-01T13:46:59.875Z,2023-04-01T13:46:59.875Z,0,,3195.46,24-Feb-2023
63f7557e4ddd690007279615,EICHERMOT,EQ,N,3274.85,3220.9,3265.0,3241.95,3235.55,3249.7,527729,1715798465.05,3889.65,2159.55,44798,INE066A01021,2023-02-23,2023-02-22T18:30:00.000Z,2023-02-23T12:01:02.923Z,2023-02-23T12:01:02.923Z,0,,3251.29,23-Feb-2023
63f60656ae250300083de2f9,EICHERMOT,EQ,N,3270.15,3215.1,3270.0,3249.7,3255.0,3274.15,570379,1849807273.1,3889.65,2159.55,40402,INE066A01021,2023-02-22,2023-02-21T18:30:00.000Z,2023-02-22T12:11:02.247Z,2023-02-22T12:11:02.247Z,0,,3243.12,22-Feb-2023
63f4b27ea27ddb0007e3bb1e,EICHERMOT,EQ,N,3298.1,3265.05,3290.0,3274.15,3278.55,3290.5,494115,1622786492.25,3889.65,2159.55,35429,INE066A01021,2023-02-21,2023-02-20T18:30:00.000Z,2023-02-21T12:01:02.260Z,2023-02-21T12:01:02.260Z,0,,3284.23,21-Feb-2023
63f360e234198a00062fb7a1,EICHERMOT,EQ,N,3335.0,3280.45,3300.0,3290.5,3290.0,3285.0,515895,1705638275.3,3889.65,2159.55,46079,INE066A01021,2023-02-20,2023-02-19T18:30:00.000Z,2023-02-20T12:00:34.654Z,2023-02-20T12:00:34.654Z,0,,3306.17,20-Feb-2023
642835da7ae9d00007116649,EICHERMOT,EQ,N,3297.0,3240.2,3287.05,3285.0,3282.5,3289.1,491317,1608302473.9,3889.65,2159.55,39186,INE066A01021,2023-02-17,2023-02-16T18:30:00.000Z,2023-04-01T13:47:06.447Z,2023-04-01T13:47:06.447Z,0,,3273.45,17-Feb-2023
