_id,CH_SYMBOL,CH_SERIES,CH_MARKET_TYPE,CH_TRADE_HIGH_PRICE,CH_TRADE_LOW_PRICE,CH_OPENING_PRICE,CH_CLOSING_PRICE,CH_LAST_TRADED_PRICE,CH_PREVIOUS_CLS_PRICE,CH_TOT_TRADED_QTY,CH_TOT_TRADED_VAL,CH_52WEEK_HIGH_PRICE,CH_52WEEK_LOW_PRICE,CH_TOTAL_TRADES,CH_ISIN,CH_TIMESTAMP,TIMESTAMP,createdAt,updatedAt,__v,SLBMH_TOT_VAL,VWAP,mTIMESTAMP,CA
6433fa5c8fc47900077e22fc,CHOLAFIN,EQ,N,847.8,827.1,847.8,829.2,829.1,841.4,2850243,2387911407.25,847.8,600.0,61437,INE121A01024,2023-04-10,2023-04-09T18:30:00.000Z,2023-04-10T12:00:28.641Z,2023-04-10T12:00:28.641Z,0,,837.79,10-Apr-2023,
642eb463094dd400068c7368,CHOLAFIN,EQ,N,847.05,795.0,795.0,841.4,839.9,782.65,12172829,10122151859.85,847.05,600.0,214686,INE121A01024,2023-04-06,2023-04-05T18:30:00.000Z,2023-04-06T12:00:35.599Z,2023-04-06T12:00:35.599Z,0,,831.54,06-Apr-2023,
642d62e12ea04a0007fae4a6,CHOLAFIN,EQ,N,791.6,775.35,778.95,782.65,779.85,778.6,2070273,1624152983.05,817.75,600.0,49240,INE121A01024,2023-04-05,2023-04-04T18:30:00.000Z,2023-04-05T12:00:33.833Z,2023-04-05T12:00:33.833Z,0,,784.51,05-Apr-2023,
642bb9a4de6eb90007c5e391,CHOLAFIN,EQ,N,780.8,764.0,764.0,778.6,778.65,761.3,1271784,982474351.55,817.75,600.0,39753,INE121A01024,2023-04-03,2023-04-02T18:30:00.000Z,2023-04-04T05:46:12.202Z,2023-04-04T05:46:12.202Z,0,,772.52,03-Apr-2023,
6426cb7ffa6ac80007ed8a84,CHOLAFIN,EQ,N,764.1,748.5,748.5,761.3,760.0,747.85,1255439,951645808.05,817.75,600.0,34772,INE121A01024,2023-03-31,2023-03-30T18:30:00.000Z,2023-03-31T12:01:03.830Z,2023-03-31T12:01:03.830Z,0,,758.02,31-Mar-2023,
64242861de5deb00074f80dc,CHOLAFIN,EQ,N,751.5,730.7,732.15,747.85,750.1,732.15,1143861,852316007.6,817.75,600.0,34831,INE121A01024,2023-03-29,2023-03-28T18:30:00.000Z,2023-03-29T12:00:33.434Z,2023-03-29T12:00:33.434Z,0,,745.12,29-Mar-2023,
6422d6e34334450007b91482,CHOLAFIN,EQ,N,737.0,717.85,717.85,732.15,735.95,715.85,1411125,1027412418.05,817.75,600.0,53752,INE121A01024,2023-03-28,2023-03-27T18:30:00.000Z,2023-03-28T12:00:35.873Z,2023-03-28T12:00:35.873Z,0,,728.08,28-Mar-2023,
6421857f341dfa0007d43721,CHOLAFIN,EQ,N,729.95,709.9,727.65,715.85,715.95,727.65,1826050,1307824704.0,817.75,600.0,44642,INE121A01024,2023-03-27,2023-03-26T18:30:00.000Z,2023-03-27T12:01:03.927Z,2023-03-27T12:01:03.927Z,0,,716.2,27-Mar-2023,
642836537ae9d0000711766c,CHOLAFIN,EQ,N,744.65,722.75,741.5,727.65,727.0,746.7,1218088,894325561.65,817.75,600.0,32974,INE121A01024,2023-03-24,2023-03-23T18:30:00.000Z,2023-04-01T13:49:07.189Z,2023-04-01T13:49:07.189Z,0,,734.2,24-Mar-2023,
641c3f624052850007ffb84f,CHOLAFIN,EQ,N,752.0,740.6,748.8,746.7,745.3,747.1,836254,623884965.7,817.75,600.0,19419,INE121A01024,2023-03-23,2023-03-22T18:30:00.000Z,2023-03-23T12:00:34.265Z,2023-03-23T12:00:34.265Z,0,,746.05,23-Mar-2023,
